
ip: {'ip': '68.112.39.194', 'city': None, 'region': None, 'country': None, 'version': None, 'region_code': None, 'country_code': None, 'country capital': None, 'country tld': None, 'in eu': None, 'postal': None, 'latitude': None, 'longitude': None, 'timezone': None, 'utc_offset': None, 'country calling code': None, 'currency name': None, 'country area': None, 'country population': None} - - 2023-01-10 08:46:00.725976-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:42.458543-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:42.466574-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:43.125540-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:43.796758-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:43.804378-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:44.396456-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:44.965698-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:45.016573-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:45.558282-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:45.678744-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:46.218691-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:46.931294-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:47.077355-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:47.907180-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:47.949432-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:48.512353-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:48.525896-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:49:49.139378-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:49.353309-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:49.420774-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:50.012670-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:50.802331-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:50.841702-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:51.308205-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:51.764426-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:51.819480-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:52.433183-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:53.058905-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:53.064730-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:53.737232-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:54.348681-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:56.348038-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 13:54:59.397646-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:00.366962-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:00.382555-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:00.969690-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:01.544086-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:01.718706-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:02.291979-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:02.925371-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:03.141136-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:03.990565-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:03.999169-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:04.606068-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:04.676610-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:05.737007-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:05.890011-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:06.289419-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:07.724839-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:07.830078-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:00:08.875438-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:09.916989-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:10.097436-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:11.274708-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:12.399239-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:12.484103-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:13.134037-05:00
